"Name","Season","Games","PA","PA_G","wRC","wRC_plus","VOL","expectedVOL","corrVOL"
"Mike Matheny",2005,134,485,3.6,43.1,76,0.668,0.679,98.3
"Placido Polanco",2000,113,350,3.1,42.4,95,0.695,0.671,103.6
"Placido Polanco",2001,143,610,4.3,68.2,92,0.634,0.647,98.1
"Placido Polanco",2002,147,595,4,66.1,96,0.663,0.654,101.4
"Placido Polanco",2003,122,554,4.5,74.8,111,0.632,0.623,101.4
"Placido Polanco",2004,126,555,4.4,72.4,102,0.615,0.63,97.7
"Placido Polanco",2005,129,551,4.3,83.2,124,0.59,0.618,95.5
"Placido Polanco",2006,110,495,4.5,49.7,81,0.665,0.649,102.4
"Placido Polanco",2007,142,641,4.5,99.7,125,0.592,0.602,98.3
"Placido Polanco",2008,141,629,4.5,79.1,103,0.648,0.629,103
"Placido Polanco",2009,153,676,4.4,73.8,89,0.623,0.645,96.6
"Placido Polanco",2010,132,602,4.6,69.1,96,0.625,0.636,98.2
"Placido Polanco",2011,122,523,4.3,53.1,88,0.632,0.654,96.7
"Placido Polanco",2013,118,416,3.5,33.4,75,0.668,0.683,97.8
"Albert Pujols",2001,160,676,4.2,136.2,159,0.538,0.567,94.8
"Albert Pujols",2002,157,675,4.3,120.1,150,0.572,0.586,97.6
"Albert Pujols",2003,157,685,4.4,155.8,184,0.516,0.538,96
"Albert Pujols",2004,154,692,4.5,146.7,171,0.559,0.547,102.1
"Albert Pujols",2005,161,700,4.3,135.7,167,0.546,0.568,96.2
"Albert Pujols",2006,143,634,4.4,131.6,174,0.575,0.561,102.4
"Albert Pujols",2007,158,679,4.3,126.6,155,0.571,0.578,98.8
"Albert Pujols",2008,148,641,4.3,133.3,184,0.577,0.563,102.5
"Albert Pujols",2009,160,700,4.4,136.1,180,0.589,0.566,104.1
"Albert Pujols",2010,159,700,4.4,122.3,164,0.603,0.584,103.3
"Albert Pujols",2011,147,651,4.4,103.3,147,0.639,0.602,106.2
"Albert Pujols",2012,154,670,4.4,95.8,133,0.617,0.616,100.2
"Albert Pujols",2014,159,695,4.4,88.2,123,0.63,0.629,100.1
"Albert Pujols",2015,157,661,4.2,82.6,114,0.633,0.637,99.4
"Albert Pujols",2016,152,650,4.3,81.8,110,0.637,0.634,100.5
"Albert Pujols",2017,149,636,4.3,57.5,78,0.695,0.664,104.6
"Albert Pujols",2018,117,498,4.3,51.2,90,0.666,0.653,102
"Edgar Renteria",1996,105,471,4.5,61.6,106,0.614,0.63,97.4
"Edgar Renteria",1997,152,691,4.5,62.5,81,0.681,0.658,103.5
"Edgar Renteria",1998,133,580,4.4,60.8,90,0.645,0.649,99.3
"Edgar Renteria",1999,153,653,4.3,74.3,87,0.646,0.645,100.2
"Edgar Renteria",2000,149,643,4.3,78.7,95,0.639,0.636,100.4
"Edgar Renteria",2001,140,549,3.9,51.6,78,0.663,0.67,99
"Edgar Renteria",2002,152,609,4,80.4,113,0.606,0.638,95
"Edgar Renteria",2003,157,663,4.2,102.8,128,0.605,0.61,99.2
"Edgar Renteria",2004,149,642,4.3,68.1,88,0.659,0.65,101.3
"Edgar Renteria",2005,153,692,4.5,77.4,90,0.656,0.639,102.6
"Edgar Renteria",2006,149,673,4.5,92.4,108,0.598,0.617,97
"Edgar Renteria",2007,124,543,4.4,88.5,127,0.592,0.607,97.6
"Edgar Renteria",2008,138,547,4,56.2,84,0.685,0.661,103.6
"Edgar Renteria",2009,124,510,4.1,39,68,0.697,0.675,103.3
"Kerry Robinson",2001,101,207,2,19.9,79,0.704,0.701,100.4
"Kerry Robinson",2002,124,195,1.6,15.5,71,0.678,0.724,93.6
"Kerry Robinson",2003,116,221,1.9,13.3,54,0.7,0.72,97.2
"So Taguchi",2004,109,206,1.9,21.9,96,0.73,0.704,103.7
"So Taguchi",2005,143,424,3,47,92,0.688,0.684,100.6
"So Taguchi",2006,134,361,2.7,35.1,82,0.675,0.696,96.9
"So Taguchi",2007,130,340,2.6,39.4,93,0.651,0.689,94.5
"Fernando Vina",1996,138,615,4.5,71.8,84,0.674,0.637,105.8
"Fernando Vina",1998,159,722,4.5,107,119,0.584,0.603,96.8
"Fernando Vina",2000,122,554,4.5,77.7,105,0.604,0.619,97.5
"Fernando Vina",2001,153,690,4.5,90.8,104,0.613,0.621,98.7
"Fernando Vina",2002,150,692,4.6,68.3,82,0.671,0.649,103.5
"Chris Johnson",2011,107,405,3.8,36.8,81,0.652,0.669,97.4
"Chris Johnson",2012,136,528,3.9,67.7,108,0.669,0.646,103.6
"Chris Johnson",2013,142,547,3.9,76.1,127,0.615,0.638,96.4
"Chris Johnson",2014,153,611,4,55.2,82,0.655,0.672,97.4
"Chris Johnson",2016,113,264,2.3,19.3,66,0.719,0.707,101.7
"Brent Abernathy",2002,117,504,4.3,35,60,0.696,0.674,103.2
"Emil Brown",2005,150,609,4.1,83.9,111,0.608,0.631,96.3
"Emil Brown",2006,147,601,4.1,84.3,110,0.606,0.629,96.4
"Emil Brown",2007,113,397,3.5,33.4,66,0.7,0.68,103
"Emil Brown",2008,117,438,3.7,41.6,81,0.657,0.67,98.1
"Steve Cox",2000,115,369,3.2,55.9,113,0.685,0.653,104.9
"Steve Cox",2001,104,378,3.6,46.6,98,0.655,0.656,99.8
"Steve Cox",2002,148,633,4.3,70.8,94,0.64,0.646,99.1
"Carl Crawford",2003,151,661,4.4,60.6,76,0.642,0.661,97.1
"Carl Crawford",2004,152,672,4.4,84.1,101,0.632,0.63,100.3
"Carl Crawford",2005,156,687,4.4,90.5,112,0.62,0.624,99.3
"Carl Crawford",2006,151,653,4.3,91,114,0.631,0.621,101.6
"Carl Crawford",2007,143,627,4.4,87.5,116,0.62,0.62,100
"Carl Crawford",2008,109,482,4.4,51.8,91,0.67,0.646,103.6
"Carl Crawford",2009,156,672,4.3,95.8,120,0.611,0.618,98.9
"Carl Crawford",2010,154,663,4.3,97.9,134,0.633,0.614,103.1
"Carl Crawford",2011,130,539,4.1,53.4,83,0.691,0.66,104.8
"Carl Crawford",2013,116,469,4,54,108,0.651,0.651,100
"Carl Crawford",2014,105,370,3.5,47.8,120,0.666,0.656,101.6
"John Flaherty",1995,109,385,3.5,36,75,0.695,0.674,103.1
"John Flaherty",1996,114,444,3.9,51.2,95,0.628,0.654,96
"John Flaherty",1997,127,476,3.7,47.6,88,0.683,0.668,102.2
"John Flaherty",1999,115,482,4.2,51.6,80,0.672,0.652,103.1
"John Flaherty",2000,105,418,4,36.3,66,0.687,0.667,102.9
"Ryan Freel",2004,143,592,4.1,74.7,99,0.62,0.639,97
"Ryan Freel",2005,103,432,4.2,54.6,101,0.63,0.64,98.4
"Ryan Freel",2006,132,523,4,68.7,100,0.677,0.641,105.6
"Chris Gomez",1995,122,482,4,42.5,68,0.717,0.67,107
"Chris Gomez",1996,133,528,4,56.5,89,0.647,0.658,98.3
"Chris Gomez",1997,148,589,4,54,80,0.651,0.671,97.1
"Chris Gomez",1998,143,516,3.6,55.6,97,0.667,0.668,99.8
"Chris Gomez",2002,130,498,3.8,52.3,89,0.668,0.663,100.7
"Chris Gomez",2004,109,377,3.5,38.4,79,0.657,0.671,98
"Ben Grieve",1998,155,678,4.4,107.1,124,0.634,0.601,105.4
"Ben Grieve",1999,148,558,3.8,83.9,116,0.614,0.632,97.1
"Ben Grieve",2000,158,675,4.3,101.9,115,0.598,0.611,97.9
"Ben Grieve",2001,153,639,4.2,85.7,107,0.624,0.63,99
"Ben Grieve",2002,136,561,4.1,74.2,110,0.649,0.636,102.1
"Ben Grieve",2004,123,294,2.4,37.4,102,0.7,0.689,101.7
"Toby Hall",2003,130,498,3.8,45.3,75,0.679,0.672,101
"Toby Hall",2004,119,441,3.7,39.6,72,0.667,0.674,99
"Toby Hall",2005,135,463,3.4,44.4,82,0.663,0.68,97.6
"Aubrey Huff",2001,111,434,3.9,38.3,71,0.666,0.669,99.5
"Aubrey Huff",2002,113,494,4.4,77.9,133,0.609,0.614,99.2
"Aubrey Huff",2003,162,706,4.4,114.2,136,0.592,0.596,99.3
"Aubrey Huff",2004,157,667,4.2,100.2,120,0.644,0.613,105
"Aubrey Huff",2005,154,636,4.1,68.6,94,0.669,0.654,102.3
"Aubrey Huff",2006,131,517,3.9,69.5,107,0.678,0.64,105.9
"Aubrey Huff",2007,151,603,4,78.1,103,0.664,0.64,103.7
"Aubrey Huff",2008,154,661,4.3,109,134,0.608,0.599,101.5
"Aubrey Huff",2009,150,597,4,57,77,0.678,0.668,101.5
"Aubrey Huff",2010,157,668,4.3,110.2,144,0.617,0.599,103
"Aubrey Huff",2011,150,579,3.9,53.9,89,0.689,0.673,102.4
"Damian Rolls",2003,107,404,3.8,37,76,0.689,0.669,103
"Jared Sandberg",2002,102,401,3.9,45.8,96,0.697,0.654,106.6
"Jason Tyner",2001,100,420,4.2,35.2,69,0.709,0.664,106.7
"Jason Tyner",2007,114,328,2.9,33.9,85,0.687,0.684,100.4
"Greg Vaughn",1990,120,429,3.6,44.4,96,0.696,0.669,104.1
"Greg Vaughn",1991,145,614,4.2,80.1,114,0.66,0.633,104.3
"Greg Vaughn",1992,140,573,4.1,66,104,0.625,0.649,96.3
"Greg Vaughn",1993,154,667,4.3,98.8,124,0.605,0.613,98.8
"Greg Vaughn",1995,107,451,4.2,50.5,84,0.654,0.648,100.9
"Greg Vaughn",1996,145,609,4.2,101.8,124,0.591,0.604,97.9
"Greg Vaughn",1997,120,422,3.5,47.3,95,0.695,0.666,104.4
"Greg Vaughn",1998,158,661,4.2,119.8,151,0.63,0.588,107.2
"Greg Vaughn",1999,153,643,4.2,100.8,116,0.6,0.61,98.4
"Greg Vaughn",2000,127,545,4.3,85.2,116,0.641,0.614,104.4
"Greg Vaughn",2001,136,562,4.1,68.7,100,0.658,0.643,102.4
"Randy Winn",1998,106,379,3.6,39.3,85,0.655,0.667,98.2
"Randy Winn",2001,124,480,3.9,57.4,97,0.632,0.652,96.9
"Randy Winn",2002,152,674,4.4,96.5,119,0.614,0.614,100
"Randy Winn",2003,157,660,4.2,84.7,109,0.641,0.634,101.1
"Randy Winn",2004,157,703,4.5,88.3,106,0.656,0.627,104.6
"Randy Winn",2005,160,683,4.3,101.7,127,0.658,0.613,107.4
"Randy Winn",2006,149,635,4.3,68.7,84,0.671,0.65,103.3
"Randy Winn",2007,155,653,4.2,88.3,106,0.64,0.628,101.9
"Randy Winn",2008,155,667,4.3,87.6,107,0.633,0.628,100.8
"Randy Winn",2009,149,597,4,55.1,79,0.662,0.67,98.8
"Randy Winn",2010,116,233,2,21.1,80,0.711,0.709,100.3
"Frank Catalanotto",2000,102,326,3.2,49,109,0.682,0.654,104.2
"Frank Catalanotto",2001,132,512,3.9,85.4,129,0.581,0.62,93.8
"Frank Catalanotto",2003,133,535,4,77.2,113,0.674,0.63,106.9
"Frank Catalanotto",2005,130,475,3.7,68.2,117,0.629,0.643,97.9
"Frank Catalanotto",2006,128,499,3.9,73.3,113,0.606,0.633,95.7
"Frank Catalanotto",2007,103,377,3.7,48.7,103,0.666,0.652,102.2
"Carl Everett",1997,140,487,3.5,52.4,91,0.715,0.671,106.5
"Carl Everett",1998,133,519,3.9,77.6,126,0.654,0.631,103.7
"Carl Everett",1999,122,535,4.4,99.3,146,0.587,0.591,99.3
"Carl Everett",2000,137,561,4.1,101.4,135,0.636,0.6,106
"Carl Everett",2001,102,449,4.4,55.1,97,0.632,0.638,99.1
"Carl Everett",2002,105,418,4,51.5,97,0.669,0.647,103.4
"Carl Everett",2003,147,602,4.1,94.2,125,0.63,0.616,102.3
"Carl Everett",2005,135,547,4.1,62.6,92,0.651,0.65,100.1
"Juan Gonzalez",1991,141,595,4.2,80.3,118,0.645,0.63,102.4
"Juan Gonzalez",1992,154,632,4.1,91.9,131,0.667,0.623,107
"Juan Gonzalez",1993,140,587,4.2,115.3,164,0.607,0.583,104.2
"Juan Gonzalez",1994,107,463,4.3,58.3,96,0.642,0.637,100.8
"Juan Gonzalez",1996,134,592,4.4,114.1,141,0.596,0.579,102.9
"Juan Gonzalez",1997,133,579,4.4,94.7,127,0.651,0.604,107.7
"Juan Gonzalez",1998,154,669,4.3,126.3,145,0.592,0.576,102.8
"Juan Gonzalez",1999,144,629,4.4,116.2,139,0.57,0.582,97.9
"Juan Gonzalez",2000,115,496,4.3,71.7,112,0.631,0.624,101.1
"Juan Gonzalez",2001,140,595,4.2,107.4,145,0.586,0.593,98.8
"Rusty Greer",1995,129,478,3.7,64.5,101,0.638,0.647,98.6
"Rusty Greer",1996,137,617,4.5,111.3,128,0.572,0.584,98
"Rusty Greer",1997,157,690,4.4,126,141,0.569,0.578,98.5
"Rusty Greer",1998,155,691,4.5,108.4,117,0.593,0.599,99
"Rusty Greer",1999,147,662,4.5,115.5,129,0.576,0.585,98.5
"Rusty Greer",2000,105,453,4.3,69.1,109,0.583,0.622,93.8
"Gabe Kapler",1999,126,468,3.7,55.3,90,0.659,0.657,100.3
"Gabe Kapler",2000,116,491,4.2,71.6,105,0.617,0.626,98.6
"Gabe Kapler",2001,133,556,4.2,74,102,0.617,0.633,97.4
"Gabe Kapler",2002,112,342,3.1,32.6,71,0.693,0.683,101.5
"Gabe Kapler",2003,107,248,2.3,28.5,87,0.704,0.691,101.9
"Gabe Kapler",2004,136,310,2.3,31.9,79,0.726,0.705,103
"Mike Lamb",2000,136,538,4,52.4,72,0.66,0.665,99.2
"Mike Lamb",2002,115,355,3.1,43,97,0.69,0.671,102.8
"Mike Lamb",2004,112,312,2.8,47.4,119,0.686,0.666,103.1
"Mike Lamb",2005,125,349,2.8,34.4,79,0.705,0.691,102
"Mike Lamb",2006,126,422,3.3,59.3,112,0.707,0.655,108
"Mike Lamb",2007,124,353,2.8,49.3,112,0.7,0.671,104.4
"Ryan Ludwick",2007,120,339,2.8,47.6,113,0.67,0.67,100
"Ryan Ludwick",2008,152,617,4.1,113.6,151,0.617,0.593,104
"Ryan Ludwick",2009,139,542,3.9,66.6,106,0.666,0.649,102.6
"Ryan Ludwick",2010,136,553,4.1,66.5,106,0.693,0.646,107.3
"Ryan Ludwick",2011,139,558,4,52,92,0.694,0.668,103.9
"Ryan Ludwick",2012,125,472,3.8,74.8,134,0.628,0.63,99.7
"Ryan Ludwick",2014,112,400,3.6,40.2,90,0.664,0.669,99.2
"Kevin Mench",2002,110,412,3.7,52.5,99,0.665,0.651,102.1
"Kevin Mench",2004,125,481,3.8,74.3,115,0.66,0.631,104.6
"Kevin Mench",2005,150,615,4.1,80.8,105,0.666,0.635,104.8
"Kevin Mench",2006,127,482,3.8,51.4,82,0.654,0.662,98.7
"Kevin Mench",2007,101,308,3,34.6,89,0.712,0.674,105.6
"Rafael Palmeiro",1988,151,629,4.2,83.3,119,0.636,0.632,100.6
"Rafael Palmeiro",1989,152,632,4.2,77.4,107,0.605,0.641,94.4
"Rafael Palmeiro",1990,154,651,4.2,94,130,0.63,0.62,101.7
"Rafael Palmeiro",1991,159,714,4.5,123.7,152,0.585,0.581,100.7
"Rafael Palmeiro",1992,159,701,4.4,91.2,121,0.67,0.625,107.2
"Rafael Palmeiro",1993,160,686,4.3,109.9,140,0.622,0.601,103.4
"Rafael Palmeiro",1994,111,498,4.5,92.9,140,0.572,0.592,96.6
"Rafael Palmeiro",1995,143,624,4.4,116.5,144,0.579,0.581,99.6
"Rafael Palmeiro",1996,162,732,4.5,126.1,129,0.582,0.58,100.4
"Rafael Palmeiro",1997,157,692,4.4,93,110,0.653,0.621,105.1
"Rafael Palmeiro",1998,162,709,4.4,127,144,0.62,0.579,107
"Rafael Palmeiro",1999,158,674,4.3,138,156,0.544,0.563,96.7
"Rafael Palmeiro",2000,158,678,4.3,117.2,130,0.593,0.591,100.4
"Rafael Palmeiro",2001,160,714,4.5,127.2,139,0.628,0.577,108.8
"Rafael Palmeiro",2002,155,663,4.3,115.9,143,0.581,0.59,98.4
"Rafael Palmeiro",2003,154,654,4.2,99.8,119,0.616,0.612,100.7
"Rafael Palmeiro",2004,154,651,4.2,82,105,0.625,0.636,98.3
"Rafael Palmeiro",2005,110,422,3.8,53.5,107,0.639,0.649,98.5
"Herbert Perry",2000,116,450,3.9,63.4,105,0.653,0.639,102.2
"Herbert Perry",2002,132,496,3.8,68.4,109,0.617,0.643,96
"Alex Rodriguez",1996,146,677,4.6,147,159,0.531,0.541,98.1
"Alex Rodriguez",1997,141,638,4.5,95.9,119,0.604,0.607,99.5
"Alex Rodriguez",1998,161,748,4.6,130.9,135,0.609,0.572,106.5
"Alex Rodriguez",1999,129,572,4.4,100.2,136,0.637,0.594,107.2
"Alex Rodriguez",2000,148,672,4.5,138.7,158,0.567,0.554,102.3
"Alex Rodriguez",2001,162,732,4.5,149.1,159,0.575,0.549,104.7
"Alex Rodriguez",2002,162,725,4.5,141.6,158,0.591,0.559,105.7
"Alex Rodriguez",2003,161,715,4.4,137.4,151,0.585,0.565,103.6
"Alex Rodriguez",2004,155,698,4.5,113.3,131,0.614,0.592,103.6
"Alex Rodriguez",2005,162,715,4.4,147.8,174,0.584,0.552,105.9
"Alex Rodriguez",2006,154,674,4.4,115.2,136,0.609,0.59,103.2
"Alex Rodriguez",2007,158,708,4.5,151.2,175,0.583,0.544,107.2
"Alex Rodriguez",2008,138,594,4.3,108.1,152,0.604,0.59,102.3
"Alex Rodriguez",2009,124,535,4.3,93.8,141,0.596,0.6,99.3
"Alex Rodriguez",2010,137,595,4.3,88.9,125,0.624,0.615,101.4
"Alex Rodriguez",2012,122,529,4.3,71,113,0.618,0.63,98.1
"Alex Rodriguez",2015,151,620,4.1,92.4,129,0.641,0.621,103.3
"Ivan Rodriguez",1992,122,454,3.7,40.8,85,0.667,0.674,98.9
"Ivan Rodriguez",1993,134,519,3.9,56.9,94,0.649,0.659,98.5
"Ivan Rodriguez",1995,129,517,4,66,95,0.616,0.643,95.8
"Ivan Rodriguez",1996,153,685,4.5,94.9,99,0.637,0.616,103.5
"Ivan Rodriguez",1997,149,648,4.3,95.1,113,0.643,0.614,104.7
"Ivan Rodriguez",1998,144,617,4.3,97.7,119,0.619,0.608,101.8
"Ivan Rodriguez",1999,142,630,4.4,107,125,0.611,0.593,103
"Ivan Rodriguez",2001,108,470,4.4,76.2,125,0.611,0.613,99.6
"Ivan Rodriguez",2002,108,440,4.1,71.6,128,0.613,0.621,98.6
"Ivan Rodriguez",2003,144,578,4,85.8,122,0.629,0.626,100.5
"Ivan Rodriguez",2004,135,575,4.3,94.4,134,0.6,0.607,98.9
"Ivan Rodriguez",2005,129,525,4.1,56,90,0.646,0.655,98.6
"Ivan Rodriguez",2006,136,580,4.3,69.8,96,0.672,0.64,105
"Ivan Rodriguez",2007,129,515,4,53.4,82,0.688,0.66,104.3
"Ivan Rodriguez",2008,115,429,3.7,45,87,0.703,0.664,105.8
"Ivan Rodriguez",2009,121,448,3.7,38.8,71,0.682,0.676,100.9
"Ivan Rodriguez",2010,111,421,3.8,34.4,70,0.684,0.675,101.3
"Mark Teixeira",2003,146,589,4,80.2,105,0.662,0.634,104.3
"Mark Teixeira",2004,145,625,4.3,104.4,129,0.585,0.599,97.6
"Mark Teixeira",2005,162,730,4.5,133.3,147,0.606,0.57,106.3
"Mark Teixeira",2006,162,727,4.5,113.6,121,0.632,0.596,106
"Mark Teixeira",2007,132,575,4.4,103.5,146,0.585,0.592,98.8
"Mark Teixeira",2008,157,685,4.4,124.1,152,0.586,0.58,101
"Mark Teixeira",2009,156,707,4.5,124.6,142,0.583,0.578,100.9
"Mark Teixeira",2010,158,712,4.5,107.5,128,0.619,0.602,102.8
"Mark Teixeira",2011,156,684,4.4,100.1,124,0.615,0.611,100.6
"Mark Teixeira",2012,123,524,4.3,72.1,116,0.623,0.629,99.1
"Mark Teixeira",2014,123,508,4.1,56.6,102,0.629,0.651,96.6
"Mark Teixeira",2015,111,462,4.2,75.5,143,0.65,0.617,105.3
"Mark Teixeira",2016,116,438,3.8,40.3,76,0.707,0.67,105.5
"Michael Young",2001,104,429,4.1,41.8,77,0.691,0.659,104.9
"Michael Young",2002,156,633,4.1,60,76,0.684,0.667,102.6
"Michael Young",2003,160,713,4.5,93.4,100,0.63,0.622,101.3
"Michael Young",2004,160,739,4.6,109.6,110,0.593,0.6,98.9
"Michael Young",2005,159,732,4.6,125.9,136,0.556,0.577,96.3
"Michael Young",2006,162,748,4.6,106.9,107,0.62,0.605,102.6
"Michael Young",2007,156,692,4.4,92.9,105,0.621,0.621,100
"Michael Young",2008,155,708,4.6,85.1,95,0.63,0.629,100.1
"Michael Young",2009,135,593,4.4,98,128,0.59,0.601,98.2
"Michael Young",2010,157,718,4.6,90,101,0.632,0.624,101.3
"Michael Young",2011,159,689,4.3,104.2,127,0.571,0.609,93.8
"Michael Young",2012,156,651,4.2,64.1,79,0.64,0.661,96.9
"Michael Young",2013,147,565,3.8,63.9,102,0.68,0.658,103.3
"Dave Berg",1999,104,336,3.2,39.4,92,0.704,0.668,105.3
"Dave Berg",2002,109,414,3.8,42.9,84,0.643,0.663,97
"Jose Cruz",1997,104,442,4.2,59.1,106,0.674,0.635,106.2
"Jose Cruz",1998,103,413,4,52,98,0.668,0.645,103.5
"Jose Cruz",1999,100,414,4.1,54.4,100,0.658,0.64,102.9
"Jose Cruz",2000,162,681,4.2,86.2,94,0.651,0.635,102.5
"Jose Cruz",2001,146,627,4.3,93.1,118,0.643,0.615,104.5
"Jose Cruz",2002,124,522,4.2,62.6,95,0.662,0.643,103
"Jose Cruz",2003,158,650,4.1,85.8,108,0.614,0.634,96.9
"Jose Cruz",2004,153,636,4.2,74,96,0.674,0.646,104.4
"Jose Cruz",2005,115,437,3.8,64.8,118,0.626,0.637,98.3
"Carlos Delgado",1996,138,563,4.1,85.7,111,0.673,0.621,108.3
"Carlos Delgado",1997,152,595,3.9,90.4,122,0.646,0.625,103.3
"Carlos Delgado",1998,142,620,4.4,112.9,145,0.624,0.586,106.6
"Carlos Delgado",1999,152,681,4.5,120.5,134,0.605,0.581,104.1
"Carlos Delgado",2000,162,711,4.4,166.5,179,0.507,0.527,96.3
"Carlos Delgado",2001,162,704,4.3,121.5,143,0.619,0.587,105.4
"Carlos Delgado",2002,143,628,4.4,108.2,145,0.605,0.592,102.1
"Carlos Delgado",2003,161,705,4.4,134.9,159,0.581,0.568,102.3
"Carlos Delgado",2004,128,551,4.3,86.7,126,0.614,0.612,100.2
"Carlos Delgado",2005,144,616,4.3,108.7,152,0.561,0.593,94.6
"Carlos Delgado",2006,144,618,4.3,97.8,128,0.647,0.608,106.5
"Carlos Delgado",2007,139,607,4.4,75.5,101,0.65,0.634,102.6
"Carlos Delgado",2008,159,686,4.3,97.8,123,0.648,0.617,105
"Darrin Fletcher",1993,128,445,3.5,46.7,89,0.641,0.671,95.5
"Darrin Fletcher",1995,109,389,3.6,54,110,0.669,0.649,103.1
"Darrin Fletcher",1996,127,432,3.4,48.5,92,0.701,0.669,104.7
"Darrin Fletcher",1998,123,446,3.6,48.5,87,0.643,0.665,96.6
"Darrin Fletcher",1999,111,448,4,64.2,106,0.62,0.634,97.8
"Darrin Fletcher",2000,121,445,3.7,68.9,114,0.673,0.636,105.8
"Darrin Fletcher",2001,128,453,3.5,33.2,58,0.689,0.689,99.9
"Eric Hinske",2002,151,650,4.3,97.4,121,0.622,0.613,101.5
"Eric Hinske",2003,124,514,4.1,64.6,97,0.665,0.641,103.8
"Eric Hinske",2004,155,634,4.1,63,76,0.664,0.662,100.3
"Eric Hinske",2005,147,537,3.7,65.3,99,0.683,0.657,103.9
"Eric Hinske",2006,109,312,2.9,46,114,0.677,0.665,101.8
"Eric Hinske",2008,133,432,3.2,56.9,112,0.671,0.663,101.2
"Eric Hinske",2010,131,320,2.4,40.8,110,0.695,0.689,100.9
"Eric Hinske",2011,117,264,2.3,29.1,98,0.699,0.697,100.3
"Orlando Hudson",2003,142,521,3.7,59.4,88,0.658,0.662,99.4
"Orlando Hudson",2004,135,551,4.1,71.5,100,0.628,0.638,98.4
"Orlando Hudson",2005,131,501,3.8,55.3,89,0.663,0.66,100.5
"Orlando Hudson",2006,157,650,4.1,88,102,0.625,0.63,99.2
"Orlando Hudson",2007,139,601,4.3,87.1,108,0.594,0.619,96
"Orlando Hudson",2008,107,455,4.3,64.4,110,0.6,0.629,95.4
"Orlando Hudson",2009,149,631,4.2,78.2,109,0.644,0.638,101
"Orlando Hudson",2010,126,559,4.4,62.1,96,0.654,0.643,101.7
"Orlando Hudson",2011,119,454,3.8,44,95,0.63,0.667,94.4
"Felipe Lopez",2005,148,648,4.4,94.5,116,0.624,0.614,101.6
"Felipe Lopez",2006,156,714,4.6,85.5,96,0.619,0.629,98.4
"Felipe Lopez",2007,154,671,4.4,60.8,75,0.697,0.662,105.2
"Felipe Lopez",2008,143,532,3.7,61.3,94,0.66,0.66,100
"Felipe Lopez",2009,151,680,4.5,96.9,115,0.634,0.612,103.6
"Felipe Lopez",2010,113,441,3.9,40.8,81,0.673,0.667,100.9
"Raul Mondesi",1994,112,454,4.1,66.3,122,0.614,0.631,97.3
"Raul Mondesi",1995,138,580,4.2,80.9,119,0.652,0.627,104
"Raul Mondesi",1996,157,673,4.3,94.2,122,0.635,0.621,102.3
"Raul Mondesi",1997,159,670,4.2,109.3,138,0.573,0.602,95.1
"Raul Mondesi",1998,148,617,4.2,83.2,114,0.658,0.63,104.4
"Raul Mondesi",1999,159,680,4.3,90.8,107,0.663,0.626,105.8
"Raul Mondesi",2001,149,653,4.4,88.9,107,0.622,0.622,100
"Raul Mondesi",2002,146,637,4.4,72.8,93,0.672,0.642,104.7
"Raul Mondesi",2003,143,586,4.1,82.3,113,0.637,0.629,101.3
"Josh Phelps",2003,119,453,3.8,66.7,116,0.598,0.637,93.9
"Josh Phelps",2004,103,401,3.9,46.6,90,0.666,0.653,102
"Shannon Stewart",1998,133,605,4.5,85.9,111,0.608,0.615,98.8
"Shannon Stewart",1999,145,682,4.7,93.6,103,0.605,0.611,99
"Shannon Stewart",2000,136,631,4.6,102.5,119,0.593,0.594,99.8
"Shannon Stewart",2001,155,698,4.5,107,119,0.586,0.601,97.5
"Shannon Stewart",2002,141,641,4.5,93.1,116,0.603,0.611,98.7
"Shannon Stewart",2003,136,644,4.7,92.7,115,0.601,0.607,99.1
"Shannon Stewart",2005,132,599,4.5,64.1,89,0.639,0.644,99.3
"Shannon Stewart",2007,146,630,4.3,76.8,100,0.631,0.637,99.1
"Vernon Wells",2002,159,648,4.1,77.7,95,0.644,0.645,99.8
"Vernon Wells",2003,161,735,4.6,125.1,133,0.609,0.58,105
"Vernon Wells",2004,134,590,4.4,81.5,106,0.62,0.622,99.6
"Vernon Wells",2005,156,678,4.3,85.6,102,0.636,0.631,100.7
"Vernon Wells",2006,154,677,4.4,112.8,128,0.632,0.593,106.5
"Vernon Wells",2007,149,642,4.3,65.4,83,0.682,0.654,104.3
"Vernon Wells",2008,108,466,4.3,66.1,118,0.64,0.628,102
"Vernon Wells",2009,158,684,4.3,71.7,84,0.643,0.651,98.7
"Vernon Wells",2010,157,646,4.1,94.8,126,0.632,0.621,101.7
"Vernon Wells",2011,131,529,4,46.5,80,0.685,0.67,102.2
"Vernon Wells",2013,130,458,3.5,37.5,71,0.708,0.685,103.4
"Jayson Werth",2005,102,395,3.9,43.7,91,0.685,0.656,104.3
"Jayson Werth",2008,134,482,3.6,75.7,125,0.637,0.636,100.2
"Jayson Werth",2009,159,676,4.3,105.8,130,0.638,0.606,105.2
"Jayson Werth",2010,156,652,4.2,112,146,0.587,0.597,98.3
"Jayson Werth",2011,150,649,4.3,72.9,100,0.666,0.645,103.3
"Jayson Werth",2013,129,532,4.1,94.5,159,0.585,0.604,96.8
"Jayson Werth",2014,147,629,4.3,99.3,141,0.57,0.608,93.8
"Jayson Werth",2016,143,606,4.2,76.2,100,0.635,0.636,99.8
